sample_idx,sample_id,yelp_idx,yelp_business_id,match_confidence,best_name_source,name_similarity,base_name_similarity,sample_name,sample_base_name,yelp_name,best_categories_source,categories_similarity,base_categories_similarity,sample_categories,sample_base_categories,yelp_categories,best_address_source,address_similarity,base_address_similarity,sample_address,sample_base_address,yelp_address
311,08f446cae16eb91003201a61f0fc681d,34661,Zo2tRIvtAfoENtbw2USoYg,0.4344,tie,0.22,0.22,bacaro kitchen & wine bar,bacaro kitchen & wine bar,2400 briarwest,tie,0.0,0.0,"['italian_restaurant', 'wine_bar', 'american_restaurant']","['wine_bar', 'bar', 'seafood_restaurant', 'steakhouse', 'restaurant']","['real_estate', 'home_services', 'apartments']",tie,0.756,0.756,"{'address': '14021 memorial dr', 'city': 'houston', 'state': 'TX', 'postal_code': '77079'}","{'address': '14021 memorial dr', 'city': 'houston', 'state': 'TX', 'postal_code': '77079'}","{'address': '2400 briarwest blvd', 'city': 'houston', 'state': 'TX', 'postal_code': '77077'}"
313,08f445205c9a4b190323ff314ae6d024,270,zzUxvYE-8Fj_dWqsPcagNg,0.49800000000000005,tie,0.53,0.53,herrington's florist,herrington's florist,cleaning authority - tucson,tie,0.0,0.0,"['flowers_and_gifts_shop', 'shopping']","['florist', 'retail']","['home_services', 'professional_services', 'home_cleaning', 'office_cleaning']",tie,0.45000000000000007,0.45000000000000007,"{'address': '719 douglas ave', 'city': 'brewton', 'state': 'AL', 'postal_code': '36426'}","{'address': '719 douglas ave', 'city': 'brewton', 'state': 'AL', 'postal_code': '36426'}","{'address': '2140 s 4th ave', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85713'}"
314,1970324840661956,34661,Zo2tRIvtAfoENtbw2USoYg,0.3528,tie,0.34,0.34,atria grapevine,atria grapevine,2400 briarwest,tie,0.0,0.0,"['assisted_living_facility', 'health_and_medical']","['assisted_living_facility', 'health_and_medical']","['real_estate', 'home_services', 'apartments']",tie,0.372,0.372,"{'address': '3975 william d tate ave', 'city': 'grapevine', 'state': 'TX', 'postal_code': '76051'}","{'address': '3975 william d tate ave', 'city': 'grapevine', 'state': 'TX', 'postal_code': '76051'}","{'address': '2400 briarwest blvd', 'city': 'houston', 'state': 'TX', 'postal_code': '77077'}"
315,1970324840304275,622,qQcAJDLelexcAZOcdPnsEA,0.4044000000000001,tie,0.45,0.45,southwest nebraska dental center - mccook,southwest nebraska dental center - mccook,a family dental care center,tie,0.1,0.1,"['cosmetic_dentist', 'general_dentistry', 'dentist', 'health_and_medical']","['cosmetic_dentist', 'general_dentistry', 'dentist', 'health_and_medical']","['cosmetic_dentists', 'health_&_medical', 'endodontists', 'dentists', 'orthodontists', 'general_dentistry', 'oral_surgeons']",tie,0.3360000000000001,0.3360000000000001,"{'address': '2009 w j st', 'city': 'mccook', 'state': 'NE', 'postal_code': '69001'}","{'address': '2009 w j st', 'city': 'mccook', 'state': 'NE', 'postal_code': '69001'}","{'address': '1008 fayette st', 'city': 'conshohocken', 'state': 'PA', 'postal_code': '19428'}"
316,08f28308d5a4ea9303716a263b3d1a91,804,v2UmYZ1rPT48IroaD0xZAQ,0.518,non_base,0.69,0.62,massagebyronn,massagebyronn123,reyou massage,base,0.0,0.125,"['spas', 'physical_therapy', 'massage_therapy']","['massage', 'massage_therapy', 'physical_therapy', 'beauty_and_spa', 'health_and_medical']","['massage', 'health_&_medical', 'beauty_&_spas', 'medical_spas']",base,0.1,0.26,"{'address': 'bernhard ave', 'city': '', 'state': '', 'postal_code': '94805'}","{'address': 'bernhard ave', 'city': 'richmond', 'state': 'CA', 'postal_code': '94805'}","{'address': '1315 walnut st', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19107'}"
317,08f44e2a1a8968ca03eecf08077d1c6e,189,LGqiubTmpJ-A1L5n7dmc6g,0.4464,tie,0.52,0.52,dolphin pumps,dolphin pumps,domino's pizza,tie,0.0,0.0,"['industrial_equipment', 'aquarium', 'structure_and_geography']",['business_to_business'],"['restaurants', 'sandwiches', 'pizza', 'chicken_wings']",tie,0.3360000000000001,0.3360000000000001,"{'address': '2279 industrial park dr', 'city': 'cairo', 'state': 'GA', 'postal_code': '39828'}","{'address': '2279 industrial park dr', 'city': 'cairo', 'state': 'GA', 'postal_code': '39828'}","{'address': '1525 lapalco blvd, # a', 'city': 'harvey', 'state': 'LA', 'postal_code': '70058'}"
318,1407374890665328,9586,zv_3f5U_-7v3UJzpgfhzGQ,0.5844,tie,0.6,0.6,avila at rancho santa margarita,avila at rancho santa margarita,rh santa barbara,tie,0.0,0.0,"['rental_services', 'apartments', 'condominium', 'real_estate_service']","['rental_services', 'apartments', 'condominium', 'real_estate_service']","['home_&_garden', 'furniture_stores', 'shopping']",tie,0.561,0.561,"{'address': '22751 el prado', 'city': 'rancho santa margarita', 'state': 'CA', 'postal_code': '92688'}","{'address': '22751 el prado', 'city': 'rancho santa margarita', 'state': 'CA', 'postal_code': '92688'}","{'address': '710 state st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93101'}"
320,08f446ca8386b86403035e20643b979d,95091,oTRrNy5VIaTw7MKEvxZl7A,0.47000000000000003,base,0.32,0.39,allison hunt md facog,allison hunt md,wildlife wonders,tie,0.0,0.0,"['obstetrician_and_gynecologist', 'doctor', 'medical_center']","['obstetrician_and_gynecologist', 'doctor', 'medical_center']","['shopping', 'outdoor_furniture_stores', 'home_decor', 'jewelry', 'home_&_garden']",non_base,0.5900000000000001,0.5820000000000001,"{'address': '6550 fannin st ste 2221', 'city': 'houston', 'state': 'TX', 'postal_code': '77030'}","{'address': '6550 fannin st, smith ste 2221', 'city': 'houston', 'state': 'TX', 'postal_code': '77030'}","{'address': '7703 n lamar blvd, ste 118', 'city': 'austin', 'state': 'TX', 'postal_code': '78752'}"
321,08f26c866337294103a6ea8b3e531f5a,95091,oTRrNy5VIaTw7MKEvxZl7A,0.3396,tie,0.22,0.22,rally house,rally house,wildlife wonders,tie,0.0,0.0,"['sports_wear', 'fashion_accessories_store', ""men's_clothing_store""]","['sports_wear', 'clothing_store', 'retail']","['shopping', 'outdoor_furniture_stores', 'home_decor', 'jewelry', 'home_&_garden']",base,0.399,0.519,"{'address': '11661 preston rd', 'city': 'dallas', 'state': 'TX', 'postal_code': '75230'}","{'address': '11661 preston rd ste 232', 'city': 'dallas', 'state': 'TX', 'postal_code': '75230'}","{'address': '7703 n lamar blvd, ste 118', 'city': 'austin', 'state': 'TX', 'postal_code': '78752'}"
322,2251799813795942,861,mWv9wdM5OD7tiDzf3DkyXw,0.5963999999999999,base,0.56,0.83,planet fitness - manassas va,planet fitness,la fitness,tie,0.1111111111111111,0.1111111111111111,"['gym', 'spas', 'active_life', 'beauty_and_spa']","['gym', 'spas', 'active_life', 'beauty_and_spa']","['yoga', 'gyms', 'sports_clubs', 'active_life', 'trainers', 'fitness_&_instruction']",tie,0.24600000000000002,0.24600000000000002,"{'address': '7680 stream walk ln', 'city': 'manassas', 'state': 'VA', 'postal_code': '20109'}","{'address': '7680 stream walk ln', 'city': 'manassas', 'state': 'VA', 'postal_code': '20109'}","{'address': '5885 w arizona pavilions dr', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85743'}"
323,08f2b9bd1dd0cc0c0315d662bff28bda,164,zs4d4DqSp5zh3HGFh-PiiQ,0.49639999999999995,non_base,0.6,0.36,virtual sting,virtual sting richmond hill,something special,tie,0.0,0.0,"['fair', 'amusement_park', 'arcade']","['fair', 'amusement_park', 'arcade', 'festival', 'virtual_reality_center', 'arts_and_entertainment']","['event_planning_&_services', 'caterers']",base,0.32900000000000007,0.34099999999999997,"{'address': '9737 yonge st. #204', 'city': 'richmond hill', 'state': 'ON', 'postal_code': 'L4C 8S7'}","{'address': '9737 yonge street, #204', 'city': 'richmond hill', 'state': 'ON', 'postal_code': 'L4C 8S7'}","{'address': '107 heady dr', 'city': 'nashville', 'state': 'TN', 'postal_code': '37205'}"
324,1970324838691605,328,nSyOBxBRMugT3sKeT4YWBg,0.45000000000000007,non_base,0.56,0.52,southland casino,southland casino hotel,south cleaner & tailor,tie,0.0,0.0,['hotel'],['hotel'],"['sewing_&_alterations', 'local_services', 'dry_cleaning_&_laundry', 'laundry_services']",tie,0.28500000000000003,0.28500000000000003,"{'address': '1550 ingram blvd', 'city': 'west memphis', 'state': 'AR', 'postal_code': '72301'}","{'address': '1550 ingram blvd', 'city': 'west memphis', 'state': 'AR', 'postal_code': '72301'}","{'address': '6102 s macdill ave', 'city': 'tampa', 'state': 'FL', 'postal_code': '33611'}"
325,08f60a25956e9c3203ba91cd4c1ef891,13527,5BoU9cJU4wWOUx7uvD8mKw,0.35960000000000003,tie,0.24,0.24,13214343,13214343,barre 101,tie,0.0,0.0,[],[],"['active_life', 'barre_classes', 'fitness_&_instruction']",tie,0.539,0.539,"{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '761 chapala st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93101'}"
326,08f44cd590505c4d031e70722821a0fa,7658,euu_JA0YFf63f75uaVSyng,0.4648,base,0.4,0.52,abra auto body chattanooga,abra auto body repair of america,americano - freestyle tapas bar,tie,0.0,0.0,"['auto_glass_service', 'auto_body_shop', 'automotive']","['auto_glass_service', 'auto_body_shop', 'automotive']","['tapas_bars', 'breakfast_&_brunch', 'restaurants', 'american_(new)', 'tapas/small_plates']",tie,0.382,0.382,"{'address': '6009 international dr', 'city': 'chattanooga', 'state': 'TN', 'postal_code': '37421'}","{'address': '6009 international dr', 'city': 'chattanooga', 'state': 'TN', 'postal_code': '37421'}","{'address': '1720 w end ave', 'city': 'nashville', 'state': 'TN', 'postal_code': '37203'}"
327,1125899912543916,631,V8uKFuHyHKSOWojuhcP-2A,0.38920000000000005,tie,0.45,0.45,rockitcoin bitcoin atm,rockitcoin bitcoin atm,rita's italian ice,tie,0.0,0.0,['atms'],['atms'],"['desserts', 'food', 'ice_cream_&_frozen_yogurt', 'shaved_ice']",tie,0.29800000000000004,0.29800000000000004,"{'address': '2284 baltimore blvd', 'city': 'finksburg', 'state': 'MD', 'postal_code': '21048'}","{'address': '2284 baltimore blvd', 'city': 'finksburg', 'state': 'MD', 'postal_code': '21048'}","{'address': '390 york rd', 'city': 'warminster', 'state': 'PA', 'postal_code': '18974'}"
328,08f48c6c0057277103ad0f569c5d0383,97813,kEjAs-w4dN9W1n6jE7Tivg,0.3748,tie,0.3,0.3,one way heating and cooling,one way heating and cooling,residences at glenview reserve apartment homes,tie,0.0,0.0,"['hvac_services', 'home_service', 'professional_services']",['hvac_services'],"['real_estate', 'home_services', 'apartments']",base,0.4690000000000001,0.487,"{'address': '14140 texas rainbow dr', 'city': 'horizon city', 'state': 'TX', 'postal_code': '79928'}","{'address': '14140 texas rainbow dr', 'city': 'el paso', 'state': 'TX', 'postal_code': '79928'}","{'address': '100 arbor creek blvd', 'city': 'nashville', 'state': 'TX', 'postal_code': '37217'}"
329,08f29a565e01c6e603ea669bac42294f,2995,a3iJjFzOy437mBKt4bqPqw,0.5792,tie,0.62,0.62,floyd's 99 barbershop,floyd's 99 barbershop,barber shop,tie,0.0,0.0,"['barber', 'beauty_salon', 'hair_salon']","['barber', 'beauty_and_spa']","['shoe_shine', ""men's_hair_salons"", 'barbers', 'hair_salons', 'local_services', 'beauty_&_spas', 'hair_stylists']",tie,0.518,0.518,"{'address': '1570 rosecrans ave', 'city': 'manhattan beach', 'state': 'CA', 'postal_code': '90266'}","{'address': '1570 rosecrans ave', 'city': 'manhattan beach', 'state': 'CA', 'postal_code': '90266'}","{'address': '1233 state st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93101'}"
330,562949955323164,6883,0jwZeXtZ91OaYP1XjId_Uw,0.6224000000000001,non_base,0.74,0.6,tempe veterinary,tempe veterinary hospital,paws veterinary center,tie,0.08333333333333333,0.08333333333333333,"['youth_organizations', 'pet_groomer', 'animal_hospital', 'medical_center', 'pet_services', 'veterinarian', 'organization', 'health_and_medical', 'pets']","['youth_organizations', 'pet_groomer', 'animal_hospital', 'medical_center', 'pet_services', 'veterinarian', 'organization', 'health_and_medical', 'pets']","['pets', 'veterinarians', 'mass_media', 'radio_stations']",tie,0.44600000000000006,0.44600000000000006,"{'address': '329 w southern ave', 'city': 'tempe', 'state': 'AZ', 'postal_code': '85282'}","{'address': '329 w southern ave', 'city': 'tempe', 'state': 'AZ', 'postal_code': '85282'}","{'address': '300 e river rd', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85704'}"
331,08f2600b5e5443400346330dbef4fa01,88413,RXW3WsOBAkspYaJ96GRQUg,0.2932,tie,0.22,0.22,mustang disaster cleanup,mustang disaster cleanup,k soho salon,tie,0.0,0.0,"['damage_restoration', 'home_cleaning', 'janitorial_services']","['office_cleaning', 'fire_and_water_damage_restoration', 'damage_restoration', 'carpet_cleaning', 'cleaning_services']","['beauty_&_spas', 'hair_salons', 'massage', 'nail_salons', 'day_spas', 'barbers', 'skin_care']",non_base,0.403,0.36700000000000005,"{'address': '27283 sd highway 115', 'city': 'harrisburg', 'state': 'SD', 'postal_code': '57032'}","{'address': '27283 sd-115', 'city': 'harrisburg', 'state': 'SD', 'postal_code': '57032'}","{'address': '715 s howard ave, ste 100', 'city': 'tampa', 'state': 'SD', 'postal_code': '33606'}"
332,1125899906946016,257,jL_NufxqXi-BpW5uXKsPwQ,0.7104,tie,1.0,1.0,cvs pharmacy,cvs pharmacy,cvs pharmacy,tie,0.09090909090909091,0.09090909090909091,"['online_shop', 'pharmacy', 'drugstore', 'corporate_office', 'private_establishments_and_corporates', 'retail']","['online_shop', 'pharmacy', 'drugstore', 'corporate_office', 'private_establishments_and_corporates', 'retail']","['drugstores', 'pharmacy', 'health_&_medical', 'convenience_stores', 'food', 'shopping']",tie,0.276,0.276,"{'address': '4110 harrison ave', 'city': 'cheviot', 'state': 'OH', 'postal_code': '45211'}","{'address': '4110 harrison ave', 'city': 'cheviot', 'state': 'OH', 'postal_code': '45211'}","{'address': '518 port royal ave', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19128'}"
333,08f4445528791c51030532d8525b37ad,13572,7Aguxnbl60eAy-wb0Q3WpA,0.5948,non_base,0.7,0.5,chevron rayne,chevron station rayne,chevron,base,0.16666666666666666,0.2,"['gas_station', 'automotive', 'bar']","['gas_station', 'automotive']","['gas_stations', 'food', 'convenience_stores', 'automotive']",tie,0.43700000000000006,0.43700000000000006,"{'address': '1045 church point hwy', 'city': 'rayne', 'state': 'LA', 'postal_code': '70578'}","{'address': '1045 church point hwy', 'city': 'rayne', 'state': 'LA', 'postal_code': '70578'}","{'address': '4706 karen', 'city': 'metairie', 'state': 'LA', 'postal_code': '70002'}"
335,08f2aa84e446146103061e3cce927c6a,302,qps-oF95uqPoV7fiXn-dpg,0.506,tie,0.71,0.71,jrbrows and skin studio,jrbrows and skin studio,bear's skin art studio,tie,0.0,0.0,"['beauty_salon', 'beauty_and_spa', 'spas']","['eyebrow_service', 'beauty_and_spa']","['beauty_&_spas', 'tattoo', 'piercing']",base,0.15600000000000003,0.2,"{'address': '4641 montgomery ave', 'city': 'bethesda', 'state': 'MD', 'postal_code': '20814'}","{'address': '4641 montgomery ave ste 20', 'city': 'bethesda', 'state': 'MD', 'postal_code': '20814'}","{'address': '11217 143 street nw', 'city': 'edmonton', 'state': 'AB', 'postal_code': 'T5P 3M8'}"
336,08f29a4c71cd827303606a08a5ba8b70,19100,ntQxbe5eaSJ2zW3jFU9j2Q,0.5572000000000001,tie,0.56,0.56,postalannex,postalannex,coastal winery,tie,0.0,0.0,"['printing_services', 'post_office', 'notary_public']","['shipping_collection_services', 'printing_services', 'shipping_center', 'post_office', 'business_storage_and_transportation', 'business_to_business']","['arts_&_entertainment', 'wineries', 'food', 'specialty_food', 'beer', 'wine_&_spirits']",base,0.44100000000000006,0.5530000000000002,"{'address': '641 e san ysidro blvd', 'city': 'san ysidro', 'state': 'CA', 'postal_code': '92173'}","{'address': '641 e san ysidro blvd ste b3', 'city': 'san ysidro', 'state': 'CA', 'postal_code': '92173'}","{'address': '217 stearns wharf, ste g', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93101'}"
338,08f2a12723b2a10903f71bb0370efb66,249,bqmX882_6AxVA_uHEQ70sQ,0.5780000000000001,non_base,0.65,0.63,harharts service station,harhart's service station,shanghai station,tie,0.0,0.0,"['automotive_repair', 'gas_station', 'car_wash']","['gas_station', 'automotive']","['shanghainese', 'restaurants', 'sushi_bars', 'szechuan', 'sports_bars', 'lounges', 'asian_fusion', 'thai', 'karaoke', 'chinese', 'nightlife', 'bars']",tie,0.4700000000000001,0.4700000000000001,"{'address': '13 e 21st st', 'city': 'northampton', 'state': 'PA', 'postal_code': '18067'}","{'address': '13 e 21st st', 'city': 'northampton', 'state': 'PA', 'postal_code': '18067'}","{'address': '4002 spruce st', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19104'}"
340,1125899909335447,886,wzAGD9Pe7V7CIP2Npu3RFg,0.5452,tie,0.67,0.67,biolife plasma services,biolife plasma services,keeble's service,tie,0.0,0.0,"['blood_and_plasma_donation_center', 'health_and_medical']","['blood_and_plasma_donation_center', 'health_and_medical']","['auto_repair', 'automotive']",non_base,0.35800000000000004,0.33100000000000007,"{'address': '6200 baltimore ave', 'city': 'riverdale', 'state': 'MD', 'postal_code': '20737'}","{'address': '6200 baltimore ave', 'city': 'riverdale park', 'state': 'MD', 'postal_code': '20737'}","{'address': '580 park ave', 'city': 'warminster', 'state': 'PA', 'postal_code': '18974'}"
342,1125899912004625,20242,wycITYNNlYIKPq_zv2-8mQ,0.49520000000000003,tie,0.53,0.53,imperial hardware lofts apartments,imperial hardware lofts apartments,pacific oaks apartments,tie,0.25,0.25,"['apartments', 'retail']","['apartments', 'retail']","['home_services', 'real_estate', 'apartments']",tie,0.44300000000000006,0.44300000000000006,"{'address': '3750 main st', 'city': 'riverside', 'state': 'CA', 'postal_code': '92501'}","{'address': '3750 main st', 'city': 'riverside', 'state': 'CA', 'postal_code': '92501'}","{'address': '7170 davenport rd', 'city': 'goleta', 'state': 'CA', 'postal_code': '93117'}"
343,1125899911670585,618,3uvFklejzRPwEPEZQ5vHYQ,0.4328000000000001,tie,0.55,0.55,walmart,walmart,wawa,tie,0.0,0.0,"['pharmacy', 'drugstore', 'retail']",['retail'],"['delis', 'convenience_stores', 'restaurants', 'food', 'coffee_&_tea', 'sandwiches']",non_base,0.25700000000000006,0.245,"{'address': '5509 highway 45 alternate s', 'city': 'west point', 'state': 'MS', 'postal_code': '39773'}","{'address': '5509 highway 45 alt s', 'city': 'west point', 'state': 'MS', 'postal_code': '39773'}","{'address': '100 e old baltimore pike', 'city': 'media', 'state': 'PA', 'postal_code': '19063'}"
344,1125899910351149,129,Cdytv_YhJO0W0Ab8t2xLtg,0.4732,base,0.33,0.48,pet supplies plus inwood,pet supplies plus,nipper's pub,tie,0.0,0.0,"['pet_groomer', 'pet_store', 'pet_services', 'pets', 'retail']","['pet_groomer', 'pet_store', 'pet_services', 'pets', 'retail']","['nightlife', 'chicken_wings', 'pubs', 'bars', 'american_(traditional)', 'restaurants']",tie,0.463,0.463,"{'address': '561 burnside ave', 'city': 'inwood', 'state': 'NY', 'postal_code': '11096'}","{'address': '561 burnside ave', 'city': 'inwood', 'state': 'NY', 'postal_code': '11096'}","{'address': '1205 delsea dr', 'city': 'woodbury', 'state': 'NJ', 'postal_code': '08096'}"
345,08f26ea944756ceb03f73abefbca4a32,84,eMjnw_7wp-CscyNh6Lu0ZA,0.5316,tie,0.71,0.71,keyme locksmiths,keyme locksmiths,am&pm locksmith,tie,0.0,0.0,"['key_and_locksmith', 'professional_services']",['key_and_locksmith'],"['keys_&_locksmiths', 'home_services', 'local_services']",tie,0.264,0.264,"{'address': '9411 s delaware ave', 'city': 'tulsa', 'state': 'OK', 'postal_code': '74137'}","{'address': '9411 s delaware ave', 'city': 'tulsa', 'state': 'OK', 'postal_code': '74137'}","{'address': '8540 bustleton ave', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19152'}"
346,08f2b1a2e66f516303b15b2c89fd7eb5,619,BFf44roOiEodYRu06Xq8cg,0.48560000000000003,tie,0.6,0.6,golden nozzle car wash,golden nozzle car wash,wash n' roll car wash - madison,base,0.25,1.0,"['car_wash', 'auto_detailing', 'professional_services']","['car_wash', 'automotive']","['car_wash', 'automotive']",tie,0.31400000000000006,0.31400000000000006,"{'address': '160 new county rd', 'city': 'thomaston', 'state': 'ME', 'postal_code': '04861'}","{'address': '160 new county rd', 'city': 'thomaston', 'state': 'ME', 'postal_code': '04861'}","{'address': '1215 gallatin pike s', 'city': 'madison', 'state': 'TN', 'postal_code': '37115'}"
348,08f44ced69d6e2010308e0e270d2fde2,35,aPNXGTDkf-4bjhyMBQxqpQ,0.48319999999999996,non_base,0.58,0.32,boot barn hall,boot barn hall at bourbon brothers,craft hall,tie,0.0,0.0,"['music_venue', 'topic_concert_venue']","['venue_and_event_space', 'music_venue', 'theaters_and_performance_venues', 'arts_and_entertainment']","['eatertainment', 'arts_&_entertainment', 'brewpubs', 'american_(traditional)', 'bakeries', 'breweries', 'food', 'restaurants']",base,0.32200000000000006,0.33799999999999997,"{'address': '312 jesse jewell pkwy', 'city': 'gainesville', 'state': 'GA', 'postal_code': '30501'}","{'address': '312 jesse jewell', 'city': 'gainesville', 'state': 'GA', 'postal_code': '30501'}","{'address': '901 n delaware ave', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19123'}"
349,08f29a0b704aa68203e897bace4e7b33,25112,7o_nVcxUgI4r1LC0OLDv0g,0.5780000000000001,tie,0.5,0.5,bert's foreign auto service,bert's foreign auto service,love's towing service,base,0.0,0.125,"['automotive_repair', 'professional_services', 'gas_station']","['transmission_repair', 'automotive']","['home_services', 'keys_&_locksmiths', 'automotive', 'towing', 'roadside_assistance', 'auto_parts_&_supplies', 'auto_repair']",tie,0.6950000000000001,0.6950000000000001,"{'address': '518 e 2nd st', 'city': 'santa ana', 'state': 'CA', 'postal_code': '92701'}","{'address': '518 e 2nd st', 'city': 'santa ana', 'state': 'CA', 'postal_code': '92701'}","{'address': '211 e haley st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93101'}"
350,08f48b3c6391176103e7bd65dac904c1,95091,oTRrNy5VIaTw7MKEvxZl7A,0.3336,tie,0.22,0.22,dollar tree,dollar tree,wildlife wonders,tie,0.0,0.0,['discount_store'],"['convenience_store', 'discount_store', 'retail']","['shopping', 'outdoor_furniture_stores', 'home_decor', 'jewelry', 'home_&_garden']",tie,0.504,0.504,"{'address': '23969 stuart place rd', 'city': 'harlingen', 'state': 'TX', 'postal_code': '78552'}","{'address': '23969 stuart place rd', 'city': 'harlingen', 'state': 'TX', 'postal_code': '78552'}","{'address': '7703 n lamar blvd, ste 118', 'city': 'austin', 'state': 'TX', 'postal_code': '78752'}"
352,08f2af60c44941950327df46b0384e4b,895,TF4IyHKK05m5rXENCK94nA,0.4428,tie,0.52,0.52,townebank mortgage,townebank mortgage,more than old,tie,0.0,0.0,"['bank_credit_union', 'installment_loans', 'mortgage_broker']","['mortgage_lender', 'mortgage_broker']","['home_&_garden', 'shopping', 'furniture_stores', 'antiques', 'home_decor']",base,0.31500000000000006,0.32700000000000007,"{'address': '1 old oyster point rd', 'city': 'newport news', 'state': 'VA', 'postal_code': '23602'}","{'address': '1 old oyster point rd ste 240', 'city': 'newport news', 'state': 'VA', 'postal_code': '23602'}","{'address': '144 n 3rd st', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19106'}"
354,08f46494a26a8a040329baa37a2b41af,76352,_sE5Fw4Ui2XbvMLPUL9Bcw,0.4128,non_base,0.47,0.33,pieology pizzeria,pieology pizzeria aina haina honolulu hi,2 sisters photography,tie,0.0,0.0,"['pizza_restaurant', 'restaurant', 'italian_restaurant']","['fast_food_restaurant', 'pizza_restaurant', 'vegan_restaurant', 'food', 'restaurant']","['event_planning_&_services', 'professional_services', 'session_photography', 'photographers', 'event_photography']",tie,0.32700000000000007,0.32700000000000007,"{'address': '820 w hind dr', 'city': 'honolulu', 'state': 'HI', 'postal_code': '96821'}","{'address': '820 w hind dr', 'city': 'honolulu', 'state': 'HI', 'postal_code': '96821'}","{'address': '', 'city': 'tucson', 'state': 'HI', 'postal_code': '85641'}"
355,08f26838cd84ed8b03ceaa62d4a92b5e,9126,1H9WYGFJ4AFwXq7WCOOMtg,0.3468,tie,0.25,0.25,subway,subway,two elk restaurant,tie,0.0,0.0,"['sandwich_shop', 'restaurant', 'fast_food_restaurant']","['fast_food_restaurant', 'sandwich_shop', 'restaurant']","['buffets', 'restaurants']",tie,0.49200000000000005,0.49200000000000005,"{'address': '131 chambers ave', 'city': 'eagle', 'state': 'CO', 'postal_code': '81631'}","{'address': '131 chambers ave', 'city': 'eagle', 'state': 'CO', 'postal_code': '81631'}","{'address': '12000 skyline dr', 'city': 'vail', 'state': 'CO', 'postal_code': '81657'}"
356,08f2a3060028d128031ed1b6d21d2aa9,125353,NJXvZ25bka5hHEPa3PmJVA,0.3396,tie,0.29,0.29,hear more associates,hear more associates,united parcel service,tie,0.0,0.0,"['audiologist', 'pharmacy', 'health_and_medical']","['hearing_aids', 'medical_supply', 'hearing_aid_provider', 'medical_center', 'health_and_medical', 'retail']","['local_services', 'shipping_centers']",non_base,0.41400000000000003,0.398,"{'address': '76 bedford st', 'city': 'lexington', 'state': 'MA', 'postal_code': '02420'}","{'address': '76 bedford st ste 18', 'city': 'lexington', 'state': 'MA', 'postal_code': '02420'}","{'address': '110 kimball ln', 'city': 'lynnfield', 'state': 'MA', 'postal_code': '01940'}"
358,08f44e150b4332ab03ddd7cd318987fc,776,ytFuMCUQXUSWuvpZMP1uEA,0.5784,non_base,0.69,0.48,dothan nails spa,dothan nails,b&l nails spa,tie,0.0,0.0,"['nail_salon', 'beauty_and_spa', 'beauty_salon']","['nail_salon', 'beauty_and_spa']","['waxing', 'beauty_&_spas', 'nail_salons', 'hair_removal']",base,0.35100000000000003,0.41100000000000003,"{'address': '3341 s oates st', 'city': 'dothan', 'state': 'AL', 'postal_code': '36301'}","{'address': '3341 s oates st ste 104', 'city': 'dothan', 'state': 'AL', 'postal_code': '36301'}","{'address': '2680 e valencia rd, ste 120', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85706'}"
359,08f27526994f22ec035e5bfc35795835,359,6zBCuzJwov08YisHZkfU2Q,0.7004,tie,1.0,1.0,enterprise rent-a-car,enterprise rent-a-car,enterprise rent-a-car,tie,0.0,0.0,"['car_rental_agency', 'travel', 'business']",['travel'],"['car_rental', 'hotels_&_travel']",non_base,0.251,0.239,"{'address': '6801 wayzata blvd', 'city': 'st louis park', 'state': 'MN', 'postal_code': '55426'}","{'address': '6801 wayzata blvd', 'city': 'saint louis park', 'state': 'MN', 'postal_code': '55426'}","{'address': '9213 w fairview ave', 'city': 'boise', 'state': 'ID', 'postal_code': '83704'}"
360,08f60a25956e9c320393c7c81c127a47,29163,Sf6I1wpzVAZFxCQSAUkbZA,0.5388000000000001,tie,0.52,0.52,profile publishing location name - suite,profile publishing location name - suite,united family association thrift shoppe,tie,0.0,0.0,['automotive'],['automotive'],"['shopping', 'thrift_stores']",tie,0.5670000000000001,0.5670000000000001,"{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '5156 hollister ave', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93111'}"
